T_i,sigma,delta,q,eps_nonsubsampled_library,eps_subsampled_INVALID,naive_amplification_factor,invalid,reason
50,0.8,1e-05,0.3,79.63659041750716,24.653531886933962,3.23023049122278,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,0.8,1e-05,0.5,79.63659041750716,40.611702349559806,1.9609271665601664,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,0.8,1e-05,0.7,79.63659041750716,56.406658732297686,1.4118295996835624,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,0.8,1e-05,1.0,79.63659041750716,79.63659041750716,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.05,57.254990930358204,3.176337070613215,18.025477037707685,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.1,57.254990930358204,5.883903405353516,9.730783628817614,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.2,57.254990930358204,11.337016240091568,5.050269816839899,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.3,57.254990930358204,16.799591544623986,3.4081180353864196,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.5,57.254990930358204,27.980692957704193,2.0462320578302062,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,0.7,57.254990930358204,39.58110150161591,1.4465234356355836,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.0,1e-05,1.0,57.254990930358204,57.254990930358204,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.05,32.35009144889331,1.4005246486386995,23.098552017872287,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.1,32.35009144889331,2.84910451111113,11.354476932219313,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.2,32.35009144889331,5.827223364859638,5.551544779281434,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.3,32.35009144889331,8.902948612276191,3.633637894336049,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.5,32.35009144889331,15.380346565193936,2.1033395646689965,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,0.7,32.35009144889331,21.92032684123911,1.4758033346488473,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,1.5,1e-05,1.0,32.35009144889331,32.35009144889331,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.05,22.01964756176707,0.8822229313483267,24.95927818166527,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.1,22.01964756176707,1.8440608835217742,11.940846291210356,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.2,22.01964756176707,3.8498615161482412,5.719594709941039,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.3,22.01964756176707,5.934016645786179,3.71074920684685,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.5,22.01964756176707,10.287921265206084,2.1403398212462874,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,0.7,22.01964756176707,14.86541973192649,1.4812664532085449,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,2.0,1e-05,1.0,22.01964756176707,22.01964756176707,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.05,13.129556913705724,0.5111890035190471,25.68434927848856,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.1,13.129556913705724,1.0767229272559196,12.193997714125986,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.2,13.129556913705724,2.267170221458353,5.791165034471986,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.3,13.129556913705724,3.509890859523601,3.740730820185048,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.5,13.129556913705724,6.118687598751547,2.1458125949075533,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,0.7,13.129556913705724,8.840510804843442,1.4851581773433777,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
50,3.0,1e-05,1.0,13.129556913705724,13.129556913705724,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.05,293.4467591043044,21.00345758642841,13.971354854160674,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.1,293.4467591043044,35.78137984594711,8.201102371336935,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.2,293.4467591043044,78.37063709233198,3.7443457140533587,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.3,293.4467591043044,119.3826101509886,2.45803604673385,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.5,293.4467591043044,194.59693551638915,1.5079721493332048,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,0.7,293.4467591043044,245.12961268935643,1.197108565892357,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.5,1e-05,1.0,293.4467591043044,293.4467591043044,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.05,135.99375227747916,6.656695615612431,20.42961855706954,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.1,135.99375227747916,12.398250679502494,10.968785499902168,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.2,135.99375227747916,24.163928249889636,5.62796540658079,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.3,135.99375227747916,37.311538036492266,3.6448176471436664,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.5,135.99375227747916,67.94989099514187,2.0013829350690515,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,0.7,135.99375227747916,97.68063470412494,1.39222838477048,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,0.8,1e-05,1.0,135.99375227747916,135.99375227747916,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.05,96.03783756192071,4.038560352001888,23.780216015421285,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.1,96.03783756192071,7.903894058936838,12.150698990370687,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.2,96.03783756192071,16.081812036510534,5.971829377428739,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.3,96.03783756192071,24.514614826311195,3.9175748116933344,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.5,96.03783756192071,44.235813227915244,2.171042658741391,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,0.7,96.03783756192071,64.92410760034612,1.4792323084839556,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.0,1e-05,1.0,96.03783756192071,96.03783756192071,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.05,52.58385258709708,1.878916889097498,27.986257876661448,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.1,52.58385258709708,3.923537343198502,13.402154226530252,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.2,52.58385258709708,8.298157550945593,6.336810582863063,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.3,52.58385258709708,13.094229279159741,4.015803562473697,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.5,52.58385258709708,23.174520029359083,2.2690373962645274,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,0.7,52.58385258709708,34.34324791967251,1.5311263719170831,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,1.5,1e-05,1.0,52.58385258709708,52.58385258709708,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.05,35.06767627073953,1.2211989533207834,28.715776553345922,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.1,35.06767627073953,2.580583004848358,13.589051855667865,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.2,35.06767627073953,5.49876399226102,6.377374319045862,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.3,35.06767627073953,8.658809445715864,4.049942026162735,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.5,35.06767627073953,15.723911312613833,2.2302133084792963,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,0.7,35.06767627073953,22.873200991258614,1.5331337439014874,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,2.0,1e-05,1.0,35.06767627073953,35.06767627073953,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.05,20.39150839028575,0.7220351012240753,28.24171339553405,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.1,20.39150839028575,1.5279088100891238,13.346024484992858,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.2,20.39150839028575,3.254121932559303,6.26636272791666,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.3,20.39150839028575,5.09648822380786,4.001090063355461,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.5,20.39150839028575,9.152341948010065,2.2280098914703843,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,0.7,20.39150839028575,13.388717439991025,1.523036727131006,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
100,3.0,1e-05,1.0,20.39150839028575,20.39150839028575,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.05,1211.464717537366,44.931255551615244,26.96262774463721,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.1,1211.464717537366,112.48988996355163,10.769543093427313,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.2,1211.464717537366,331.3224544197781,3.6564522004973052,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.3,1211.464717537366,533.5449251049331,2.2705955216406664,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.5,1211.464717537366,906.5676683157619,1.336320232761055,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,0.7,1211.464717537366,1148.5600309814586,1.0547683054077326,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.5,1e-05,1.0,1211.464717537366,1211.464717537366,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.05,521.9012866084759,13.402596737099756,38.94031110880176,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.1,521.9012866084759,28.632308218303905,18.227705661356275,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.2,521.9012866084759,71.93794186204248,7.254882098369473,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.3,521.9012866084759,135.63710226128052,3.8477767359194,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.5,521.9012866084759,286.6554001597983,1.820657438574462,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,0.7,521.9012866084759,427.87244247874287,1.2197590561920904,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,0.8,1e-05,1.0,521.9012866084759,521.9012866084759,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.05,354.65641557211916,8.301286673567649,42.723065654555725,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.1,354.65641557211916,18.146563230678197,19.543999106814038,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.2,354.65641557211916,43.335455344352766,8.183978055703896,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.3,354.65641557211916,78.13957471766079,4.538755385521201,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.5,354.65641557211916,170.25847821839545,2.0830470193513135,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,0.7,354.65641557211916,266.73630537358656,1.329614336058952,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.0,1e-05,1.0,354.65641557211916,354.65641557211916,1.0,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.5,1e-05,0.05,180.36323631956728,4.143848532489466,43.52553789199721,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.5,1e-05,0.1,180.36323631956728,9.099779972154279,19.820615099649288,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.5,1e-05,0.2,180.36323631956728,21.00427318011009,8.586978219763466,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
500,1.5,1e-05,0.3,180.36323631956728,34.743927357385985,5.191216135824237,True,aggregator observes participation A_i(t) directly; subsampling-amplification hypothesis violated -- see docs/derivations/e1_amplification.md
